timestamp,store_id,sku_id,quantity_sold,price_at_sale,stockout_flag,weather_condition,temperature_celsius,public_holiday_flag,local_event_flag,is_weekend,day_of_week,hour_of_day
2024-04-21 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,40.63,1,Clear,30.0,1,0,1,6,18
2024-04-21 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,40.46,1,Clear,30.0,1,0,1,6,21
2024-04-22 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,11,39.02,0,Clear,31.6,0,0,0,0,9
2024-04-22 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,41.67,0,Clear,31.6,0,0,0,0,18
2024-04-22 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,11,41.31,0,Clear,31.6,0,0,0,0,21
2024-04-23 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,4,38.57,1,Clear,30.7,0,0,0,1,9
2024-04-23 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,16,39.27,0,Clear,30.7,0,0,0,1,18
2024-04-23 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,8,38.3,0,Clear,30.7,0,0,0,1,21
2024-04-24 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,11,39.26,0,Clear,30.1,0,0,0,2,9
2024-04-24 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,7,38.2,0,Clear,30.1,0,0,0,2,18
2024-04-24 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,6,38.45,0,Clear,30.1,0,0,0,2,21
2024-04-25 09:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,12,39.66,0,Cloudy,24.7,0,0,0,3,9
2024-04-25 18:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,14,41.26,0,Cloudy,24.7,0,0,0,3,18
2024-04-25 21:00:00,DS001_Andheri_MUM,SKU003_Bread_500g,11,39.22,0,Cloudy,24.7,0,0,0,3,21
2024-04-01 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,10,51.09,0,Clear,31.8,0,0,0,0,9
2024-04-01 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,16,53.19,0,Clear,31.8,0,0,0,0,18
2024-04-01 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,16,51.63,1,Clear,31.8,0,0,0,0,21
2024-04-02 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,50.3,0,Rain,21.4,0,0,0,1,9
2024-04-02 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,16,52.67,0,Rain,21.4,0,0,0,1,18
2024-04-02 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,15,49.98,0,Rain,21.4,0,0,0,1,21
2024-04-03 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,12,53.82,0,Clear,28.6,0,0,0,2,9
2024-04-03 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,11,50.03,0,Clear,28.6,0,0,0,2,18
2024-04-03 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,8,49.82,0,Clear,28.6,0,0,0,2,21
2024-04-04 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,12,50.19,0,Clear,31.5,0,0,0,3,9
2024-04-04 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,13,50.57,0,Clear,31.5,0,0,0,3,18
2024-04-04 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,11,52.06,0,Clear,31.5,0,0,0,3,21
2024-04-05 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,21,49.8,0,Cloudy,26.8,0,1,0,4,9
2024-04-05 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,52.16,1,Cloudy,26.8,0,1,0,4,18
2024-04-05 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,18,53.12,0,Cloudy,26.8,0,1,0,4,21
2024-04-06 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,17,49.58,0,Clear,31.9,0,0,1,5,9
2024-04-06 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,52.31,1,Clear,31.9,0,0,1,5,18
2024-04-06 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,12,49.93,0,Clear,31.9,0,0,1,5,21
2024-04-07 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,52.47,1,Rain,19.8,0,0,1,6,9
2024-04-07 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,54.06,1,Rain,19.8,0,0,1,6,18
2024-04-07 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,49.63,1,Rain,19.8,0,0,1,6,21
2024-04-08 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,11,54.0,0,Clear,28.7,0,0,0,0,9
2024-04-08 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,19,53.54,0,Clear,28.7,0,0,0,0,18
2024-04-08 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,11,52.76,0,Clear,28.7,0,0,0,0,21
2024-04-09 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,9,54.4,0,Clear,30.1,0,0,0,1,9
2024-04-09 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,13,50.12,0,Clear,30.1,0,0,0,1,18
2024-04-09 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,7,51.33,0,Clear,30.1,0,0,0,1,21
2024-04-10 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,17,51.87,0,Clear,29.2,0,0,0,2,9
2024-04-10 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,11,52.6,0,Clear,29.2,0,0,0,2,18
2024-04-10 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,14,50.57,0,Clear,29.2,0,0,0,2,21
2024-04-11 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,16,52.23,0,Cloudy,24.6,0,0,0,3,9
2024-04-11 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,12,52.8,0,Cloudy,24.6,0,0,0,3,18
2024-04-11 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,10,54.14,0,Cloudy,24.6,0,0,0,3,21
2024-04-12 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,17,52.48,0,Clear,29.5,0,1,0,4,9
2024-04-12 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,52.91,1,Clear,29.5,0,1,0,4,18
2024-04-12 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,15,54.02,0,Clear,29.5,0,1,0,4,21
2024-04-13 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,13,50.59,0,Cloudy,27.1,0,0,1,5,9
2024-04-13 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,53.47,1,Cloudy,27.1,0,0,1,5,18
2024-04-13 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,19,54.18,0,Cloudy,27.1,0,0,1,5,21
2024-04-14 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,50.99,1,Clear,30.1,1,0,1,6,9
2024-04-14 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,51.56,1,Clear,30.1,1,0,1,6,18
2024-04-14 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,52.43,1,Clear,30.1,1,0,1,6,21
2024-04-15 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,13,53.41,0,Cloudy,24.2,0,0,0,0,9
2024-04-15 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,17,52.25,0,Cloudy,24.2,0,0,0,0,18
2024-04-15 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,11,54.36,0,Cloudy,24.2,0,0,0,0,21
2024-04-16 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,11,51.81,0,Cloudy,24.7,0,0,0,1,9
2024-04-16 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,10,50.22,0,Cloudy,24.7,0,0,0,1,18
2024-04-16 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,6,52.29,0,Cloudy,24.7,0,0,0,1,21
2024-04-17 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,21,51.1,0,Clear,31.8,1,0,0,2,9
2024-04-17 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,53.24,1,Clear,31.8,1,0,0,2,18
2024-04-17 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,50.23,0,Clear,31.8,1,0,0,2,21
2024-04-18 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,8,50.56,0,Extreme Heat,42.2,0,0,0,3,9
2024-04-18 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,14,53.58,0,Extreme Heat,42.2,0,0,0,3,18
2024-04-18 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,7,49.58,0,Extreme Heat,42.2,0,0,0,3,21
2024-04-19 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,16,50.21,0,Clear,28.4,0,0,0,4,9
2024-04-19 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,14,50.73,0,Clear,28.4,0,0,0,4,18
2024-04-19 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,14,51.34,0,Clear,28.4,0,0,0,4,21
2024-04-20 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,50.46,1,Cloudy,25.8,0,1,1,5,9
2024-04-20 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,52.92,1,Cloudy,25.8,0,1,1,5,18
2024-04-20 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,49.81,1,Cloudy,25.8,0,1,1,5,21
2024-04-21 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,51.49,1,Clear,30.0,1,0,1,6,9
2024-04-21 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,52.35,1,Clear,30.0,1,0,1,6,18
2024-04-21 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,20,51.27,1,Clear,30.0,1,0,1,6,21
2024-04-22 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,7,52.91,0,Clear,31.6,0,0,0,0,9
2024-04-22 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,18,51.7,0,Clear,31.6,0,0,0,0,18
2024-04-22 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,12,50.68,0,Clear,31.6,0,0,0,0,21
2024-04-23 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,18,52.79,0,Clear,30.7,0,0,0,1,9
2024-04-23 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,11,49.47,0,Clear,30.7,0,0,0,1,18
2024-04-23 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,12,54.3,0,Clear,30.7,0,0,0,1,21
2024-04-24 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,10,52.93,0,Clear,30.1,0,0,0,2,9
2024-04-24 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,12,51.39,0,Clear,30.1,0,0,0,2,18
2024-04-24 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,9,52.66,0,Clear,30.1,0,0,0,2,21
2024-04-25 09:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,19,51.06,0,Cloudy,24.7,0,0,0,3,9
2024-04-25 18:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,12,51.06,0,Cloudy,24.7,0,0,0,3,18
2024-04-25 21:00:00,DS002_Koramangala_BLR,SKU001_Milk_1L,2,54.35,1,Cloudy,24.7,0,0,0,3,21
2024-04-01 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,74.94,0,Clear,31.8,0,0,0,0,9
2024-04-01 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,8,79.39,0,Clear,31.8,0,0,0,0,18
2024-04-01 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,10,74.86,0,Clear,31.8,0,0,0,0,21
2024-04-02 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,10,76.88,0,Rain,21.4,0,0,0,1,9
2024-04-02 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,17,78.04,0,Rain,21.4,0,0,0,1,18
2024-04-02 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,3,75.02,0,Rain,21.4,0,0,0,1,21
2024-04-03 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,6,76.89,0,Clear,28.6,0,0,0,2,9
2024-04-03 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,5,79.0,0,Clear,28.6,0,0,0,2,18
2024-04-03 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,8,79.32,0,Clear,28.6,0,0,0,2,21
2024-04-04 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,4,80.94,0,Clear,31.5,0,0,0,3,9
2024-04-04 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,7,78.12,1,Clear,31.5,0,0,0,3,18
2024-04-04 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,6,79.49,0,Clear,31.5,0,0,0,3,21
2024-04-05 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,8,80.26,0,Cloudy,26.8,0,1,0,4,9
2024-04-05 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,78.56,1,Cloudy,26.8,0,1,0,4,18
2024-04-05 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,6,80.32,0,Cloudy,26.8,0,1,0,4,21
2024-04-06 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,7,81.6,0,Clear,31.9,0,0,1,5,9
2024-04-06 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,74.17,1,Clear,31.9,0,0,1,5,18
2024-04-06 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,10,81.19,0,Clear,31.9,0,0,1,5,21
2024-04-07 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,79.41,1,Rain,19.8,0,0,1,6,9
2024-04-07 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,78.88,1,Rain,19.8,0,0,1,6,18
2024-04-07 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,7,76.69,0,Rain,19.8,0,0,1,6,21
2024-04-08 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,8,77.06,0,Clear,28.7,0,0,0,0,9
2024-04-08 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,13,74.95,0,Clear,28.7,0,0,0,0,18
2024-04-08 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,6,80.74,0,Clear,28.7,0,0,0,0,21
2024-04-09 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,6,81.75,0,Clear,30.1,0,0,0,1,9
2024-04-09 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,10,75.05,0,Clear,30.1,0,0,0,1,18
2024-04-09 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,5,76.0,0,Clear,30.1,0,0,0,1,21
2024-04-10 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,6,78.77,0,Clear,29.2,0,0,0,2,9
2024-04-10 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,7,80.02,0,Clear,29.2,0,0,0,2,18
2024-04-10 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,7,81.19,0,Clear,29.2,0,0,0,2,21
2024-04-11 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,7,79.18,0,Cloudy,24.6,0,0,0,3,9
2024-04-11 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,80.98,0,Cloudy,24.6,0,0,0,3,18
2024-04-11 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,7,74.98,0,Cloudy,24.6,0,0,0,3,21
2024-04-12 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,12,76.92,0,Clear,29.5,0,1,0,4,9
2024-04-12 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,81.35,1,Clear,29.5,0,1,0,4,18
2024-04-12 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,6,78.23,0,Clear,29.5,0,1,0,4,21
2024-04-13 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,6,81.32,0,Cloudy,27.1,0,0,1,5,9
2024-04-13 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,76.64,1,Cloudy,27.1,0,0,1,5,18
2024-04-13 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,76.43,0,Cloudy,27.1,0,0,1,5,21
2024-04-14 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,78.6,1,Clear,30.1,1,0,1,6,9
2024-04-14 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,79.71,1,Clear,30.1,1,0,1,6,18
2024-04-14 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,81.44,1,Clear,30.1,1,0,1,6,21
2024-04-15 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,2,77.34,0,Cloudy,24.2,0,0,0,0,9
2024-04-15 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,13,78.64,0,Cloudy,24.2,0,0,0,0,18
2024-04-15 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,14,80.38,0,Cloudy,24.2,0,0,0,0,21
2024-04-16 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,5,74.58,0,Cloudy,24.7,0,0,0,1,9
2024-04-16 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,8,74.23,0,Cloudy,24.7,0,0,0,1,18
2024-04-16 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,4,78.13,0,Cloudy,24.7,0,0,0,1,21
2024-04-17 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,15,80.82,0,Clear,31.8,1,0,0,2,9
2024-04-17 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,76.99,1,Clear,31.8,1,0,0,2,18
2024-04-17 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,8,78.12,0,Clear,31.8,1,0,0,2,21
2024-04-18 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,4,75.81,0,Extreme Heat,42.2,0,0,0,3,9
2024-04-18 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,7,77.72,0,Extreme Heat,42.2,0,0,0,3,18
2024-04-18 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,4,81.1,0,Extreme Heat,42.2,0,0,0,3,21
2024-04-19 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,8,78.86,0,Clear,28.4,0,0,0,4,9
2024-04-19 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,8,77.88,0,Clear,28.4,0,0,0,4,18
2024-04-19 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,5,80.54,0,Clear,28.4,0,0,0,4,21
2024-04-20 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,78.9,1,Cloudy,25.8,0,1,1,5,9
2024-04-20 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,77.12,1,Cloudy,25.8,0,1,1,5,18
2024-04-20 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,76.78,1,Cloudy,25.8,0,1,1,5,21
2024-04-21 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,79.49,1,Clear,30.0,1,0,1,6,9
2024-04-21 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,74.18,1,Clear,30.0,1,0,1,6,18
2024-04-21 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,76.93,1,Clear,30.0,1,0,1,6,21
2024-04-22 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,4,74.43,0,Clear,31.6,0,0,0,0,9
2024-04-22 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,7,75.93,0,Clear,31.6,0,0,0,0,18
2024-04-22 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,5,80.93,0,Clear,31.6,0,0,0,0,21
2024-04-23 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,5,75.53,0,Clear,30.7,0,0,0,1,9
2024-04-23 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,9,79.3,0,Clear,30.7,0,0,0,1,18
2024-04-23 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,12,76.58,0,Clear,30.7,0,0,0,1,21
2024-04-24 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,9,75.26,0,Clear,30.1,0,0,0,2,9
2024-04-24 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,4,78.51,0,Clear,30.1,0,0,0,2,18
2024-04-24 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,10,80.42,0,Clear,30.1,0,0,0,2,21
2024-04-25 09:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,3,79.67,0,Cloudy,24.7,0,0,0,3,9
2024-04-25 18:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,2,74.29,0,Cloudy,24.7,0,0,0,3,18
2024-04-25 21:00:00,DS002_Koramangala_BLR,SKU002_Eggs_12pk,11,75.42,0,Cloudy,24.7,0,0,0,3,21
2024-04-01 09:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,6,38.92,0,Clear,31.8,0,0,0,0,9
2024-04-01 18:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,6,38.55,0,Clear,31.8,0,0,0,0,18
2024-04-01 21:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,14,41.19,0,Clear,31.8,0,0,0,0,21
2024-04-02 09:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,3,41.42,0,Rain,21.4,0,0,0,1,9
2024-04-02 18:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,15,39.56,0,Rain,21.4,0,0,0,1,18
2024-04-02 21:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,9,38.17,0,Rain,21.4,0,0,0,1,21
2024-04-03 09:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,10,41.02,0,Clear,28.6,0,0,0,2,9
2024-04-03 18:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,8,39.94,0,Clear,28.6,0,0,0,2,18
2024-04-03 21:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,9,40.44,0,Clear,28.6,0,0,0,2,21
2024-04-04 09:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,7,40.89,0,Clear,31.5,0,0,0,3,9
2024-04-04 18:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,12,39.51,0,Clear,31.5,0,0,0,3,18
2024-04-04 21:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,9,39.05,0,Clear,31.5,0,0,0,3,21
2024-04-05 09:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,15,41.83,0,Cloudy,26.8,0,1,0,4,9
2024-04-05 18:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,13,40.65,1,Cloudy,26.8,0,1,0,4,18
2024-04-05 21:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,9,41.54,0,Cloudy,26.8,0,1,0,4,21
2024-04-06 09:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,7,38.25,0,Clear,31.9,0,0,1,5,9
2024-04-06 18:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,13,39.13,1,Clear,31.9,0,0,1,5,18
2024-04-06 21:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,14,39.28,0,Clear,31.9,0,0,1,5,21
2024-04-07 09:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,13,41.03,1,Rain,19.8,0,0,1,6,9
2024-04-07 18:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,13,41.79,1,Rain,19.8,0,0,1,6,18
2024-04-07 21:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,14,39.61,0,Rain,19.8,0,0,1,6,21
2024-04-08 09:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,9,38.49,0,Clear,28.7,0,0,0,0,9
2024-04-08 18:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,16,40.18,0,Clear,28.7,0,0,0,0,18
2024-04-08 21:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,8,38.71,0,Clear,28.7,0,0,0,0,21
2024-04-09 09:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,4,41.07,0,Clear,30.1,0,0,0,1,9
2024-04-09 18:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,3,40.6,1,Clear,30.1,0,0,0,1,18
2024-04-09 21:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,8,41.24,0,Clear,30.1,0,0,0,1,21
2024-04-10 09:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,5,40.7,0,Clear,29.2,0,0,0,2,9
2024-04-10 18:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,10,38.01,0,Clear,29.2,0,0,0,2,18
2024-04-10 21:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,2,38.53,0,Clear,29.2,0,0,0,2,21
2024-04-11 09:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,7,38.66,0,Cloudy,24.6,0,0,0,3,9
2024-04-11 18:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,9,38.37,1,Cloudy,24.6,0,0,0,3,18
2024-04-11 21:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,4,39.21,0,Cloudy,24.6,0,0,0,3,21
2024-04-12 09:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,12,39.11,0,Clear,29.5,0,1,0,4,9
2024-04-12 18:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,13,40.92,1,Clear,29.5,0,1,0,4,18
2024-04-12 21:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,11,39.6,0,Clear,29.5,0,1,0,4,21
2024-04-13 09:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,12,38.59,0,Cloudy,27.1,0,0,1,5,9
2024-04-13 18:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,13,40.92,1,Cloudy,27.1,0,0,1,5,18
2024-04-13 21:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,9,38.12,0,Cloudy,27.1,0,0,1,5,21
2024-04-14 09:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,13,38.4,1,Clear,30.1,1,0,1,6,9
2024-04-14 18:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,13,41.29,1,Clear,30.1,1,0,1,6,18
2024-04-14 21:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,13,40.26,1,Clear,30.1,1,0,1,6,21
2024-04-15 09:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,10,41.9,0,Cloudy,24.2,0,0,0,0,9
2024-04-15 18:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,11,40.25,0,Cloudy,24.2,0,0,0,0,18
2024-04-15 21:00:00,DS002_Koramangala_BLR,SKU003_Bread_500g,6,41.58,0,Cloudy,24.2,0,0,0,0,21
